"id";"name";"type";"Марка :";"Классификация :";"Дополнение:";"Применение:";"Зарубежные аналоги:";"Заменитель:";
"61";"15Х25Т";"Сталь коррозионно-стойкая жаропрочная";"15Х25Т       (    другое обозначение         Х25Т       ЭИ439     )";"Сталь коррозионно-стойкая жаропрочная";;"для сварных конструкций, не подвергающихся действию ударных нагрузок при температуре эксплуатации от  —20 °С до 1100 °С. Трубы для теплообменной аппаратуры, работающей в агрессивных средах. Аппаратура, детали, чехлы термопар, электроды искровых зажигательных свечей, теплообменники.; сталь ферритного класса";"Известны";"12Х18Н10Т"
"63";"15Х28";"Сталь коррозионно-стойкая жаропрочная";"15Х28       (    другое обозначение         Х28       ЭИ349     )";"Сталь коррозионно-стойкая жаропрочная";;"сварные конструкции, не подвергающиеся действию ударных нагрузок при температуре эксплуатации не ниже —20 °С; спаи со стеклом. Аппаратура, детали, трубы пиролизных установок, теплообменники. Трубы для теплообменной аппаратуры, работающей в агрессивных средах; сталь ферритного класса";"Известны";"20Х23Н18"
"3299";"18Х15Н3М-Ш";"Сталь коррозионно-стойкая жаропрочная";"18Х15Н3М-Ш       (    другое обозначение         18Х15Н3М       ДИ1-Ш       ДИ1     )";"Сталь коррозионно-стойкая жаропрочная";;"Для изготовления деталей конструкций в авиастроении";"Нет данных"
"7";"20Х13";"Сталь коррозионно-стойкая жаропрочная";"20Х13       (    другое обозначение         2Х13     )";"Сталь коррозионно-стойкая жаропрочная";;"энергетическое машиностроение и печестроение; турбинные лопатки, болты, гайки, арматура крекинг-установок с длительным сроком  службы при температурах до 500 град; сталь мартенситного  класса";"Известны";"12Х13, 14Х17Н2"
"8";"30Х13";"Сталь коррозионно-стойкая жаропрочная";"30Х13       (    другое обозначение         3Х13     )";"Сталь коррозионно-стойкая жаропрочная";;"режущий, мерительный инструмент, пружины, карбюраторные иглы, штоки поршневых компрессоров, детали внутренних устройств аппаратов и другие различные детали, работающие на износ в слабоагрессивных средах до 450 °С.; сталь мартенситного  класса";"Известны";"40Х13"
"56";"40Х13";"Сталь коррозионно-стойкая жаропрочная";"40Х13       (    другое обозначение         4Х13     )";"Сталь коррозионно-стойкая жаропрочная";;"пружины для работы при температурах до 400-450 град. Рессоры, шариковые подшипники, режущий и мерительный инструмент; сталь мартенситного  класса";"Известны";"30Х13"
"897";"1211";"Сталь электротехническая сернистая";"1211";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"898";"1212";"Сталь электротехническая сернистая";"1212";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"899";"1213";"Сталь электротехническая сернистая";"1213";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"900";"1311";"Сталь электротехническая сернистая";"1311";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"901";"1312";"Сталь электротехническая сернистая";"1312";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"902";"1313";"Сталь электротехническая сернистая";"1313";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"903";"1411";"Сталь электротехническая сернистая";"1411";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"904";"1412";"Сталь электротехническая сернистая";"1412";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"905";"1413";"Сталь электротехническая сернистая";"1413";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"906";"1511";"Сталь электротехническая сернистая";"1511";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"907";"1512";"Сталь электротехническая сернистая";"1512";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"909";"1514";"Сталь электротехническая сернистая";"1514";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"908";"1513";"Сталь электротехническая сернистая";"1513";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"910";"1521";"Сталь электротехническая сернистая";"1521";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"911";"1561";"Сталь электротехническая сернистая";"1561";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"912";"1562";"Сталь электротехническая сернистая";"1562";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"913";"1571";"Сталь электротехническая сернистая";"1571";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"914";"1572";"Сталь электротехническая сернистая";"1572";"Сталь электротехническая сернистая";;"горячекатаная тонколистовая сталь, предназначенная для магнитных цепей электрических машин";"Нет данных"
"915";"2011";"Сталь электротехническая сернистая";"2011";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"916";"2012";"Сталь электротехническая сернистая";"2012";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"917";"2013";"Сталь электротехническая сернистая";"2013";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"918";"2111";"Сталь электротехническая сернистая";"2111";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"919";"2112";"Сталь электротехническая сернистая";"2112";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"920";"2211";"Сталь электротехническая сернистая";"2211";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"921";"2212";"Сталь электротехническая сернистая";"2212";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2377";"2213";"Сталь электротехническая сернистая";"2213";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2378";"2214";"Сталь электротехническая сернистая";"2214";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2379";"2215";"Сталь электротехническая сернистая";"2215";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2380";"2216";"Сталь электротехническая сернистая";"2216";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"922";"2311";"Сталь электротехническая сернистая";"2311";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин,  аппаратов и приборов";"Нет данных"
"923";"2312";"Сталь электротехническая сернистая";"2312";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин,  аппаратов и приборов";"Нет данных"
"924";"2411";"Сталь электротехническая сернистая";"2411";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин,  аппаратов и приборов";"Нет данных"
"925";"2412";"Сталь электротехническая сернистая";"2412";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин,  аппаратов и приборов";"Нет данных"
"2381";"2413";"Сталь электротехническая сернистая";"2413";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2382";"2414";"Сталь электротехническая сернистая";"2414";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2383";"2421";"Сталь электротехническая сернистая";"2421";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная изотропная сталь, предназначенная для магнитных цепей электрических машин, аппаратов и приборов";"Нет данных"
"2375";"3311";"Сталь электротехническая сернистая";"3311";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин, трансформаторов и приборов";"Нет данных"
"932";"3404";"Сталь электротехническая сернистая";"3404";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"933";"3405";"Сталь электротехническая сернистая";"3405";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"934";"3406";"Сталь электротехническая сернистая";"3406";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"2373";"3407";"Сталь электротехническая сернистая";"3407";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин, трансформаторов и приборов";"Нет данных"
"2374";"3408";"Сталь электротехническая сернистая";"3408";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин, трансформаторов и приборов";"Нет данных"
"2376";"3409";"Сталь электротехническая сернистая";"3409";"Сталь электротехническая сернистая";;"Тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин, трансформаторов и приборов";"Нет данных"
"926";"3411";"Сталь электротехническая сернистая";"3411";"Сталь электротехническая сернистая";;"холоднокатаная анизотропная лента, предназначенная для магнитных цепей электрических аппаратов и приборов";"Нет данных"
"927";"3412";"Сталь электротехническая сернистая";"3412";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"928";"3413";"Сталь электротехническая сернистая";"3413";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"929";"3414";"Сталь электротехническая сернистая";"3414";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"930";"3415";"Сталь электротехническая сернистая";"3415";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"931";"3416";"Сталь электротехническая сернистая";"3416";"Сталь электротехническая сернистая";;"тонколистовая холоднокатаная анизотропная сталь, предназначенная для магнитных цепей электрических машин,   трансформаторов и приборов";"Нет данных"
"935";"3421";"Сталь электротехническая сернистая";"3421";"Сталь электротехническая сернистая";;"холоднокатаная анизотропная лента, предназначенная для магнитных цепей электрических аппаратов и приборов";"Нет данных"
"936";"3422";"Сталь электротехническая сернистая";"3422";"Сталь электротехническая сернистая";;"холоднокатаная анизотропная лента, предназначенная для магнитных цепей электрических аппаратов и приборов";"Нет данных"
"937";"3423";"Сталь электротехническая сернистая";"3423";"Сталь электротехническая сернистая";;"холоднокатаная анизотропная лента, предназначенная для магнитных цепей электрических аппаратов и приборов";"Нет данных"
"938";"3424";"Сталь электротехническая сернистая";"3424";"Сталь электротехническая сернистая";;"холоднокатаная анизотропная лента, предназначенная для магнитных цепей электрических аппаратов и приборов";"Нет данных"
"939";"3425";"Сталь электротехническая сернистая";"3425";"Сталь электротехническая сернистая";;"холоднокатаная анизотропная лента, предназначенная для магнитных цепей электрических аппаратов и приборов";"Нет данных"
"971";"10832";"Сталь электротехническая нелегированная";"10832";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"975";"10848";"Сталь электротехническая нелегированная";"10848";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2369";"10850";"Сталь электротехническая нелегированная";"10850";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"959";"10864";"Сталь электротехническая нелегированная";"10864";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2365";"10860";"Сталь электротехническая нелегированная";"10860";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"963";"10895";"Сталь электротехническая нелегированная";"10895";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"961";"10880";"Сталь электротехническая нелегированная";"10880";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Известны"
"973";"11832";"Сталь электротехническая нелегированная";"11832";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"977";"11848";"Сталь электротехническая нелегированная";"11848";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2370";"11850";"Сталь электротехническая нелегированная";"11850";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2367";"11860";"Сталь электротехническая нелегированная";"11860";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"965";"11864";"Сталь электротехническая нелегированная";"11864";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"969";"11895";"Сталь электротехническая нелегированная";"11895";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"967";"11880";"Сталь электротехническая нелегированная";"11880";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"972";"20832";"Сталь электротехническая нелегированная";"20832";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"976";"20848";"Сталь электротехническая нелегированная";"20848";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2371";"20850";"Сталь электротехническая нелегированная";"20850";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2366";"20860";"Сталь электротехническая нелегированная";"20860";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"960";"20864";"Сталь электротехническая нелегированная";"20864";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"962";"20880";"Сталь электротехническая нелегированная";"20880";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"964";"20895";"Сталь электротехническая нелегированная";"20895";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"974";"21832";"Сталь электротехническая нелегированная";"21832";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"978";"21848";"Сталь электротехническая нелегированная";"21848";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2372";"21850";"Сталь электротехническая нелегированная";"21850";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"2368";"21860";"Сталь электротехническая нелегированная";"21860";"Сталь электротехническая нелегированная";;"Для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"966";"21864";"Сталь электротехническая нелегированная";"21864";"Сталь электротехническая нелегированная";;"для применения в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"968";"21880";"Сталь электротехническая нелегированная";"21880";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"970";"21895";"Сталь электротехническая нелегированная";"21895";"Сталь электротехническая нелегированная";;"для применения  в магнитных цепях электрических аппаратов и приборов";"Нет данных"
"1790";"1";"Сталь для рельсового транспорта";"1";"Сталь для рельсового транспорта";;"для изготовления катаных, кованых или литых безбандажных колес";"Нет данных"
"1791";"2";"Сталь для рельсового транспорта";"2";"Сталь для рельсового транспорта";;"для изготовления катаных, кованых или литых безбандажных колес";"Нет данных"
"1792";"3";"Сталь для рельсового транспорта";"3";"Сталь для рельсового транспорта";;"для изготовления катаных, кованых или литых безбандажных колес";"Нет данных"
"1829";"63";"Сталь для рельсового транспорта";"63";"Сталь для рельсового транспорта";;"для изготовления крановых рельсов специальных профилей типов КР70, КР80, КР100, КР120, КР140, применяемых для путей грузоподъемных кранов.";"Нет данных"
"2649";"76";"Сталь для рельсового транспорта";"76";"Сталь для рельсового транспорта";"Сталь углеродистая";"Изготовление железнодорожных рельсов типов РП50, РП65 и РП75  для путей промышленного железнодорожного транспорта широкой колеи";"Нет данных"
"2651";"76Т";"Сталь для рельсового транспорта";"76Т";"Сталь для рельсового транспорта";"Сталь углеродистая микролегированная";"Изготовление железнодорожных рельсов типов РП50, РП65 и РП75  для путей промышленного железнодорожного транспорта широкой колеи";"Нет данных"
"2652";"76Ц";"Сталь для рельсового транспорта";"76Ц";"Сталь для рельсового транспорта";"Сталь углеродистая микролегированная";"Изготовление железнодорожных рельсов типов РП50, РП65 и РП75  для путей промышленного железнодорожного транспорта широкой колеи";"Нет данных"
"2650";"76Ф";"Сталь для рельсового транспорта";"76Ф";"Сталь для рельсового транспорта";"Сталь углеродистая микролегированная";"Изготовление железнодорожных рельсов типов РП50, РП65 и РП75  для путей промышленного железнодорожного транспорта широкой колеи";"Нет данных"
"1776";"А2";"Сталь для рельсового транспорта";"А2";"Сталь для рельсового транспорта";;"для изготовления прокатанных и кованых заготовок квадратного или круглого сечения предназначенных для производства осей локомотивов, электропоездов, дизель- и электропоездов, вагонов железных дорог и вагонов метрополитена железных дорог.";"Нет данных"
"1775";"А1";"Сталь для рельсового транспорта";"А1";"Сталь для рельсового транспорта";"Если по соглашению требуется сталь без термообработки (прокатка или ковка), то применяют обозначение стали А0 вместо А1.";"для изготовления прокатанных и кованых заготовок квадратного или круглого сечения предназначенных для производства осей локомотивов, электропоездов, дизель- и электропоездов, вагонов железных дорог и вагонов метрополитена железных дорог.";"Нет данных"
"1777";"А3";"Сталь для рельсового транспорта";"А3";"Сталь для рельсового транспорта";;"для изготовления прокатанных и кованых заготовок квадратного или круглого сечения предназначенных для производства осей локомотивов, электропоездов, дизель- и электропоездов, вагонов железных дорог и вагонов метрополитена железных дорог.";"Нет данных"
"1778";"А4";"Сталь для рельсового транспорта";"А4";"Сталь для рельсового транспорта";;"для изготовления прокатанных и кованых заготовок квадратного или круглого сечения предназначенных для производства осей локомотивов, электропоездов, дизель- и электропоездов, вагонов железных дорог и вагонов метрополитена железных дорог.";"Нет данных"
"940";"К63";"Сталь для рельсового транспорта";"К63";"Сталь для рельсового транспорта";;"для изготовления крановых рельсов";"Нет данных"
"1786";"К76";"Сталь для рельсового транспорта";"К76";"Сталь для рельсового транспорта";;"для изготовления железнодорожных рельсов типа Р75, Р65, Р50. Способ выплавки - конвертерная сталь";"Нет данных"
"1784";"К76Т";"Сталь для рельсового транспорта";"К76Т";"Сталь для рельсового транспорта";;"для изготовления железнодорожных рельсов типа  Р75, Р65, Р50. Способ выплавки - конвертерная сталь";"Нет данных"
"1782";"К76Ф";"Сталь для рельсового транспорта";"К76Ф";"Сталь для рельсового транспорта";;"для изготовления железнодорожных рельсов типа  Р75, Р65, Р50. Способ выплавки - конвертерная сталь";"Нет данных"
"1788";"К86Ф";"Сталь для рельсового транспорта";"К86Ф";"Сталь для рельсового транспорта";;"для изготовления железнодорожных рельсов типа Р75, Р65, Р50. Способ выплавки - конвертерная сталь";"Нет данных"
"1779";"К78ХСФ";"Сталь для рельсового транспорта";"К78ХСФ";"Сталь для рельсового транспорта";;"для изготовления железнодорожных рельсов типа  Р75, Р65, Р50. Способ выплавки - конвертерная сталь";"Нет данных"
"2605";"М68";"Сталь для рельсового транспорта";"М68";"Сталь для рельсового транспорта";"Способ выплавки мартеновский";"Для изготовления  рельсов контррельсовых типов РК75, РК65, РК50, применяемых в конструкциях верхнего строения пути с железнодорожными рельсами широкой колеи";"Нет данных"
"1773";"М54";"Сталь для рельсового транспорта";"М54";"Сталь для рельсового транспорта";;"для изготовления двухголовых объемно-закаленных в масле накладок, применяемых для стыковки соединений рельсов железных дорог широкой колеи";"Нет данных"
"2607";"М73Т";"Сталь для рельсового транспорта";"М73Т";"Сталь для рельсового транспорта";"Способ выплавки мартеновский";"Для изготовления рельсов остряковых типов ОР75, ОР65, ОР50,  применяемых в конструкциях верхнего строения железнодорожного пути";"Нет данных"
"2606";"М73В";"Сталь для рельсового транспорта";"М73В";"Сталь для рельсового транспорта";"Способ выплавки мартеновский";"Для изготовления рельсов остряковых типов ОР75, ОР65, ОР50,  применяемых в конструкциях верхнего строения железнодорожного пути";"Нет данных"
"2608";"М73Ц";"Сталь для рельсового транспорта";"М73Ц";"Сталь для рельсового транспорта";"Способ выплавки мартеновский";"Для изготовления рельсов остряковых типов ОР75, ОР65, ОР50,  применяемых в конструкциях верхнего строения железнодорожного пути";"Нет данных"
"1200";"М74";"Сталь для рельсового транспорта";"М74";"Сталь для рельсового транспорта";;"для изготовления железнодорожных рельсов типа  Р50";"Нет данных"
